ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
35138,"Michael Wenham ""Mike"" Fibbens",M,24,196,86,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Freestyle,Bronze
35138,"Michael Wenham ""Mike"" Fibbens",M,24,196,86,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
35141,Helena Fibingerov (-mdov),F,27,179,88,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Shot Put,Bronze
35144,Jakub Ficenec,M,33,179,89,Germany,GER,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
35147,Marco Fichera,M,22,180,74,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Silver
35149,Anja Fichtel-Mauritz (-Koper),F,20,175,62,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Individual",Gold
35149,Anja Fichtel-Mauritz (-Koper),F,20,175,62,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Women's Foil, Team",Gold
35149,Anja Fichtel-Mauritz (-Koper),F,23,175,62,Germany,GER,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Team",Silver
35149,Anja Fichtel-Mauritz (-Koper),F,27,175,62,Germany,GER,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Team",Bronze
35150,Thomas Fichtner,M,33,189,89,Germany,GER,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Trap,Gold
35151,G. Fichu,M,33,,,France,FRA,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
35155,Sigrid Fick (Frenckell-),F,25,163,44,Sweden-1,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,Tennis Mixed Doubles,Silver
35155,Sigrid Fick (Frenckell-),F,25,194,118,Sweden-3,SWE,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Bronze
35156,Otto Fickeisen,M,20,188,81,Ludwigshafener Ruder Verein-1,GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Bronze
35156,Otto Fickeisen,M,32,153,52,Ludwigshafener Ruderverein,GER,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Gold
35157,Rudolf Fickeisen,M,26,153,52,Ludwigshafener Ruderverein,GER,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Gold
35158,Peter Ficker,M,25,190,86,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
35160,Jzsef Ficsor,M,26,196,112,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,Bronze
35163,Elena Fidatov,F,32,168,52,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 1,500 metres",Silver
35163,Elena Fidatov,F,35,168,52,Romania,ROU,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Women's 5,000 metres",Gold
35164,Frank James Fiddes,M,21,203,96,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Bronze
35165,Nancy Ingersoll Fiddler,F,35,170,57,United States,USA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Bronze
35166,Lszl Fidel,M,27,187,85,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
35169,Ole Gunnar Fidjestl,M,27,188,78,Norway,NOR,1988 Winter,1988,Winter,Calgary,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
35170,Danuta Fidusiewicz-Prusinowska,F,20,166,55,Poland,POL,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,Gold
35172,"William John ""Bill"" Fiedler",M,26,165,,United States,USA,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,Gold
35173,Ellen Fiedler (Neumann-),F,29,174,66,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Bronze
35174,Harry Fiedler,M,27,180,85,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Individual",Silver
35175,Jens Fiedler,M,22,185,94,Germany,GER,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Sprint,Gold
35175,Jens Fiedler,M,26,185,94,Germany,GER,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Sprint,Gold
35175,Jens Fiedler,M,30,185,94,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Sprint,Bronze
35175,Jens Fiedler,M,30,185,94,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Keirin,Bronze
35175,Jens Fiedler,M,34,185,94,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,Gold
35177,Jrg Fiedler,M,22,193,89,Germany,GER,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Gold
35177,Jrg Fiedler,M,26,193,89,Germany,GER,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Team",Bronze
35179,Wolfram Fiedler,M,20,177,82,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Men's Singles,Bronze
35179,Wolfram Fiedler,M,20,177,82,East Germany-2,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Bronze
35180,Andrzej Wojciech Fiedor,M,22,181,81,Poland,POL,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
35181,Erwin Fiedor,M,24,170,67,Poland,POL,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
35182,David Fiegen,M,19,188,70,Luxembourg,LUX,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,Gold
35183,Field,M,30,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Vaulting, Individual",Silver
35183,Field,M,38,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Vaulting, Team",Silver
35184,Bruce William Field,M,25,177,72,Australia,AUS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,Silver
35189,Paul Field,M,24,180,88,Great Britain-1,GBR,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,Gold
35191,John Charles Field-Richards,M,29,170,75,Gyrinus-1,GBR,1908 Summer,1908,Summer,London,Motorboating,Motorboating Mixed B-Class (Under 60 Feet),Gold
35191,John Charles Field-Richards,M,29,183,87,Gyrinus-1,GBR,1908 Summer,1908,Summer,London,Motorboating,Motorboating Mixed C-Class,Gold
35193,"William Beauford ""Bill"" Fields",M,22,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Gold
35194,Connor Evan Fields,M,23,183,88,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,Gold
35195,"John (Jacob) ""Jackie"" Fields (Finkelstein-)",M,16,171,57,United States,USA,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Featherweight,Gold
35198,Joseph Fiems,M,25,175,68,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
35203,Andr Joseph Fierens,M,22,175,68,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Gold
35204,Victor Louis Fierens,M,44,175,68,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 28 metres, Team",Silver
35204,Victor Louis Fierens,M,44,175,68,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 33 metres, Team",Gold
35204,Victor Louis Fierens,M,44,164,66,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Archery,"Archery Men's Target Archery, 50 metres, Team",Gold
35205,Carlos Eduardo Fierro Guerrero,M,22,175,69,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
35214,"James Thomas ""Jim"" Fifer",M,26,186,84,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Pairs,Gold
35218,Michela Figini (-Camozzi),F,17,168,61,Switzerland,SUI,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Downhill,Gold
35218,Michela Figini (-Camozzi),F,21,168,61,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Super G,Silver
35220,Pietro Figlioli,M,28,191,98,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
35220,Pietro Figlioli,M,32,191,98,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
35221,Domenic Figliomeni (-Filane),M,29,166,48,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,Silver
35223,Dante Figoli,M,20,203,75,Italy,ITA,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Middleweight,Bronze
35224,Guido Figone,M,20,203,109,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Gold
35224,Guido Figone,M,20,203,109,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
35224,Guido Figone,M,20,203,109,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Gold
35224,Guido Figone,M,20,,,Italy,ITA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
35224,Guido Figone,M,24,173,54,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
35226,Nayara Figueira,F,20,169,56,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
35229,Maria Magnlia de Souza Figueiredo,F,32,170,60,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres,Silver
35231,Tatiana Figueirdo,F,16,157,44,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Floor Exercise,Silver
35231,Tatiana Figueirdo,F,16,157,44,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Silver
35233,Alfredo Figueredo Ricardo,M,24,185,85,Cuba,CUB,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Bronze
35234,Diego Antonio Figueredo Matiauda,M,22,185,75,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
35245,Exequiel Fernando Figueroa Reyes,M,24,,,Chile,CHI,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Bronze
35245,Exequiel Fernando Figueroa Reyes,M,28,,,Chile,CHI,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Silver
35249,Gary Lee Figueroa,M,27,183,77,United States,USA,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Silver
35255,Jos Ricardo Figueroa,M,25,184,64,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
35261,scar Albeyro Figueroa Mosquera,M,29,159,62,Colombia,COL,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Featherweight,Silver
35261,scar Albeyro Figueroa Mosquera,M,33,159,62,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,Gold
35264,Roberto Figueroa,M,22,173,70,Uruguay,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold
35268,Enrique Figuerola Camu,M,26,167,67,Cuba,CUB,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,Silver
35268,Enrique Figuerola Camu,M,30,167,67,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
35269,Solenne Nadge Figus (-Saint Marie),F,25,178,59,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,Bronze
35272,Piotr Wadysaw Fijas,M,25,189,80,Poland,POL,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
35273,Grzegorz Fijaek,M,29,186,81,Poland-1,POL,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
35275,Jaroslav Fikejz,M,21,183,77,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Long Jump,Bronze
35277,nsal Fikirci,M,20,170,70,Turkey,TUR,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Bronze
35279,Olga Fikotov-Connolly,F,24,180,80,Czechoslovakia,TCH,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Discus Throw,Gold
35282,Al-Tayeb Filali,M,33,172,55,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Marathon,Silver
35283,John Richard Filan,M,22,170,70,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver
35284,Eleni Filandra,F,28,174,58,Greece,GRE,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 800 metres,Bronze
35288,Pavel Filatov,M,28,198,88,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Individual",Silver
35289,Sergey Ivanovich Filatov,M,33,172,81,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
35289,Sergey Ivanovich Filatov,M,38,172,81,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
35289,Sergey Ivanovich Filatov,M,38,172,81,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
35290,Yuriy Mykolaiovych Filatov,M,24,190,90,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
35290,Yuriy Mykolaiovych Filatov,M,27,190,90,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,14,136,30,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,Silver
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,14,136,30,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Gold
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,19,136,30,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,19,136,30,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Horse Vault,Bronze
35292,Mariya Yevgenyevna Filatova (-Kurbatova),F,19,136,30,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
35293,Jens Filbrich,M,22,177,70,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
35293,Jens Filbrich,M,26,177,70,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
35293,Jens Filbrich,M,26,177,70,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
35293,Jens Filbrich,M,26,177,70,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze
35302,Jonelle Filigno,F,21,169,58,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
35304,Sergey Yuryevich Filimonov,M,21,178,76.5,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Middleweight,Gold
35304,Sergey Yuryevich Filimonov,M,29,178,76.5,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middleweight,Silver
35307,Lyudmila Anatolyevna Filimonova,F,25,184,76,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Discus Throw,Gold
35308,Ivan Ilyich Filin,M,30,163,50,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Marathon,Gold
35311,Roseline Filion,F,25,152,52,Canada,CAN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,Bronze
35311,Roseline Filion,F,29,152,52,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Bronze
35314,Zbigniew Wojciech Filip,M,21,183,71,Poland,POL,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,Bronze
35315,Luvambu Filipe,M,23,182,69,Angola,ANG,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Two Person Dinghy,Silver
35316,Ngendua Filipe,F,30,178,72,Angola,ANG,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
35317,Aleksey Vladimirovich Filipets,M,22,178,71,Russia,RUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Freestyle,Silver
35324,Dimitrinka Filipova,F,14,148,37,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
35325,Nadiya Filipova,F,20,159,46,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,Silver
35326,Pavlina Ivanova Filipova,F,26,158,54,Bulgaria,BUL,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
35326,Pavlina Ivanova Filipova,F,30,158,54,Bulgaria,BUL,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
35326,Pavlina Ivanova Filipova,F,30,158,54,Bulgaria,BUL,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,Silver
35328,Filip Filipovi,M,21,196,101,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Bronze
35328,Filip Filipovi,M,25,196,101,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
35328,Filip Filipovi,M,29,196,101,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
35334,Kire Filipovski,M,23,167,66,Macedonia,MKD,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Butterfly,Bronze
35336,Alessia Filippi,F,21,186,63,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Silver
35342,Andr Filippini,M,27,,,Switzerland-1,SUI,1952 Winter,1952,Winter,Oslo,Bobsleigh,Bobsleigh Men's Four,Bronze
35343,Jacques Filippini,M,22,185,88,France,FRA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Gold
35349,Dmitry Rudolfovich Filippov,M,31,187,82,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
35353,"Nadezhda Nikolayevna ""Nadya"" Filippova",F,20,160,61,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze
35357,Sylvia Elisabeth Filipsson (-Hellstrm),F,22,178,70,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Women's 3,000 metres",Gold
35357,Sylvia Elisabeth Filipsson (-Hellstrm),F,26,178,70,Sweden,SWE,1980 Winter,1980,Winter,Lake Placid,Speed Skating,Speed Skating Women's 500 metres,Bronze
35361,Peter Fill,M,27,175,82,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
35362,Nasserredine Fillali,M,20,170,64,Algeria,ALG,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,Gold
35363,"Kristen M. ""Kris"" Fillat (-Buchanan)",F,25,167,57,United States,USA,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Silver
35364,Jeanne Marie Henriette Filleaul-Brohy (Hantjens-),F,33,192,86,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, One Ball",Bronze
35364,Jeanne Marie Henriette Filleaul-Brohy (Hantjens-),F,33,192,86,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, Two Balls",Bronze
35366,Philip Rowland Filleul,M,22,192,69,Leander Club-2,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
35372,"Ericlia ""Fil"" Bodziak",F,26,192,84,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Bronze
35377,Katarna Filov,F,23,173,63,Slovakia,SVK,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,Bronze
35378,Valtteri Filppula,M,25,183,88,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
35381,Sabrina Filzmoser,F,32,173,57,Austria,AUT,2012 Summer,2012,Summer,London,Judo,Judo Women's Lightweight,Gold
35382,Liene Fimbauere,F,21,156,55,Latvia,LAT,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
35383,Henri Paul Fin,M,22,179,69,France,FRA,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
35384,Gyrgy Finczy,M,30,174,72,Hungary,HUN,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed One Person Dinghy,Silver
35386,Aadjijatmiko Finarsih H.,F,24,,50,Indonesia-1,INA,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Women's Doubles,Silver
35388,George Ingle Finch,M,35,186,82,Australia,AUS,1924 Winter,1924,Winter,Chamonix,Alpinism,Alpinism Mixed Alpinism,Gold
35390,Jennie Lynn Finch (-Daigle),F,23,185,77,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
35390,Jennie Lynn Finch (-Daigle),F,27,185,77,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
35394,Henry John Finchett,M,25,175,67,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Rings,Bronze
35394,Henry John Finchett,M,24,180,78,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
35398,"Conrad Francis ""Conn"" Findlay",M,26,198,90,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Gold
35398,"Conrad Francis ""Conn"" Findlay",M,30,198,90,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,Bronze
35398,"Conrad Francis ""Conn"" Findlay",M,34,198,90,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,Gold
35398,"Conrad Francis ""Conn"" Findlay",M,46,198,90,United States,USA,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Bronze
35405,Alessandra Finesso,F,16,162,50,Italy,ITA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
35406,Louis Casimir Finet,M,26,184,115,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Vaulting, Individual",Bronze
35406,Louis Casimir Finet,M,26,159,56,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Vaulting, Team",Gold
35407,Karsten Finger,M,22,202,104,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Silver
35410,Gavin Fingleson,M,28,177,87,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
35413,Rudi Fink,M,22,168,60,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,Gold
35416,Diethard Finkelmann,M,31,186,92,West Germany,FRG,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,Silver
35418,"Donald Osborne ""Don"" Finlay",M,23,182,77,Great Britain,GBR,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Bronze
35418,"Donald Osborne ""Don"" Finlay",M,27,182,77,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 110 metres Hurdles,Silver
35419,Graham Paul Finlay,M,20,177,71,New Zealand,NZL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Welterweight,Silver
35422,"Mervyn David ""Merv"" Finlay",M,27,178,65,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Bronze
35424,Colin Herbert Bain Finlayson,M,21,169,60,Canada,CAN,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxless Fours,Silver
35426,Mason Finley,M,25,203,158,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Silver
35429,"Charles Thornton ""Charley"" Finn",M,35,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Bronze
35431,Michelle Bonae Finn (-Burrell),F,27,165,52,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
35432,Birgir Finnbogason,M,23,180,76,Iceland,ISL,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,Gold
35434,"Christopher Martin ""Chris"" Finnegan",M,24,183,75,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,Gold
35435,George V. Finnegan,M,37,,47,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Flyweight,Gold
35435,George V. Finnegan,M,18,162,47,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Bantamweight,Silver
35438,Sharon Evans Finneran (-Rittenhouse),F,18,161,50,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 400 metres Individual Medley,Silver
35441,Benjamin Fortescue Finnis,M,27,171,73,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
